meter_id,DateTime,consumption
MAC000069,15/05/13 16:30,0.082
MAC000069,15/05/13 17:00,0.1
MAC000069,15/05/13 17:30,0.116
MAC000069,15/05/13 18:00,0.141
MAC000069,15/05/13 18:30,0.143
MAC000069,15/05/13 19:00,0.123
MAC000069,15/05/13 19:30,0.132
MAC000069,15/05/13 20:00,0.064
MAC000069,15/05/13 20:30,0.105
MAC000069,15/05/13 21:00,0.045
MAC000069,15/05/13 21:30,0.101
MAC000069,15/05/13 22:00,0.05
MAC000069,15/05/13 22:30,0.099
MAC000069,15/05/13 23:00,0.06
MAC000069,15/05/13 23:30,0.087
MAC000069,16/05/13 00:00,0.069
MAC000069,16/05/13 00:30,0.065
MAC000069,16/05/13 01:00,0.088
MAC000069,16/05/13 01:30,0.055
MAC000069,16/05/13 02:00,0.092
MAC000069,16/05/13 02:30,0.036
MAC000069,16/05/13 03:00,0.081
MAC000069,16/05/13 03:30,0.038
MAC000069,16/05/13 04:00,
MAC000069,16/05/13 04:30,0.021
MAC000069,16/05/13 05:00,0.103
MAC000069,16/05/13 05:30,0.05
MAC000069,16/05/13 06:00,0.119
MAC000069,16/05/13 06:30,0.053
MAC000069,16/05/13 07:00,0.112
MAC000069,16/05/13 07:30,0.064
MAC000069,16/05/13 08:00,0.086
MAC000069,16/05/13 08:30,0.036
MAC000069,16/05/13 09:00,0.081
MAC000069,16/05/13 09:30,-0.115
MAC000069,16/05/13 10:00,0.105
MAC000069,16/05/13 10:30,0.058
MAC000069,16/05/13 11:00,0.077
MAC000069,16/05/13 11:30,0.1
MAC000069,16/05/13 12:00,0.173
MAC000069,16/05/13 12:30,0.118
MAC000069,16/05/13 13:00,0.068
MAC000069,16/05/13 13:30,0.133
MAC000069,16/05/13 14:00,0.058
MAC000069,16/05/13 14:30,0.142
MAC000069,16/05/13 15:00,0.07
MAC000069,16/05/13 15:30,0.19
MAC000069,16/05/13 16:00,0.101
MAC000069,16/05/13 16:30,0.148
MAC000069,16/05/13 17:00,0.07
MAC000069,16/05/13 17:30,0.14
MAC000069,16/05/13 18:00,0.11
MAC000069,16/05/13 18:30,0.112
MAC000069,16/05/13 19:00,0.105
MAC000069,16/05/13 19:30,0.829
MAC000069,16/05/13 20:00,0.7
MAC000069,16/05/13 20:30,0.115
MAC000069,16/05/13 21:00,0
MAC000069,16/05/13 21:30,0.034
MAC000069,16/05/13 22:00,0.115
MAC000069,16/05/13 22:30,0.046
MAC000069,16/05/13 23:00,0.097
MAC000069,16/05/13 23:30,0.069
MAC000069,17/05/13 00:00,0.08
MAC000069,17/05/13 00:30,0.08
MAC000069,17/05/13 01:00,0.068
MAC000069,17/05/13 01:30,0.085
MAC000069,17/05/13 02:00,0.064
MAC000069,17/05/13 02:30,0.089
MAC000069,17/05/13 03:00,0.033
MAC000069,17/05/13 03:30,0.098
MAC000069,17/05/13 04:00,0.021
MAC000069,17/05/13 04:30,0.102
MAC000069,17/05/13 05:00,0.027
MAC000069,17/05/13 05:30,0.123
MAC000069,17/05/13 06:00,0.072
MAC000069,17/05/13 06:30,0.112
MAC000069,17/05/13 07:00,0.082
MAC000069,17/05/13 07:30,0.104
MAC000069,17/05/13 08:00,0.08
MAC000069,17/05/13 08:30,0.115
MAC000069,17/05/13 09:00,0.123
MAC000069,17/05/13 09:30,0.109
MAC000069,17/05/13 10:00,0.124
MAC000069,17/05/13 10:30,0.1
MAC000069,17/05/13 11:00,0.2
MAC000069,17/05/13 11:30,0.081
MAC000069,17/05/13 12:00,0.144
MAC000069,17/05/13 12:30,0.127
MAC000069,17/05/13 13:00,0.141
MAC000069,17/05/13 13:30,0.088
MAC000069,17/05/13 14:00,0.107
MAC000069,17/05/13 14:30,0.088
MAC000069,17/05/13 15:00,0.093
MAC000069,17/05/13 15:30,0.1
MAC000069,17/05/13 16:00,0.08
MAC000069,17/05/13 16:30,0.114
MAC000069,17/05/13 17:00,0.069
MAC000069,17/05/13 17:30,0.144
MAC000069,17/05/13 18:00,0.079
MAC000069,17/05/13 18:30,0.122
MAC000069,17/05/13 19:00,0.061
MAC000069,17/05/13 19:30,0.111
MAC000069,17/05/13 20:00,0.094
MAC000069,17/05/13 20:30,0.089
MAC000069,17/05/13 21:00,0.08
MAC000069,17/05/13 21:30,0.067
MAC000069,17/05/13 22:00,0.096
MAC000069,17/05/13 22:30,0.052
MAC000069,17/05/13 23:00,0.11
MAC000069,17/05/13 23:30,0.038
MAC000069,18/05/13 00:00,0.113
MAC000069,18/05/13 00:30,0.028
MAC000069,18/05/13 01:00,0.088
MAC000069,18/05/13 01:30,0.051
MAC000069,18/05/13 02:00,0.07
MAC000069,18/05/13 02:30,0.068
MAC000069,18/05/13 03:00,0.054
MAC000069,18/05/13 03:30,0.077
MAC000069,18/05/13 04:00,0.046
MAC000069,18/05/13 04:30,0.084
MAC000069,18/05/13 05:00,0.047
MAC000069,18/05/13 05:30,0.126
MAC000069,18/05/13 06:00,0.058
MAC000069,18/05/13 06:30,0.129
MAC000069,18/05/13 07:00,0.055
MAC000069,18/05/13 07:30,0.132
MAC000069,18/05/13 08:00,0.072
MAC000069,18/05/13 08:30,0.081
MAC000069,18/05/13 09:00,0.056
MAC000069,18/05/13 09:30,0.098
MAC000069,18/05/13 10:00,0.096
MAC000069,18/05/13 10:30,0.096
MAC000069,18/05/13 11:00,0.91
MAC000069,18/05/13 11:30,0.561
MAC000069,18/05/13 12:00,0.303
MAC000069,18/05/13 12:30,0.092
MAC000069,18/05/13 13:00,0.183
MAC000069,18/05/13 13:30,0.1
MAC000069,18/05/13 14:00,0.175
MAC000069,18/05/13 14:30,0.115
MAC000069,18/05/13 15:00,0.3
MAC000069,18/05/13 15:30,0.32
MAC000069,18/05/13 16:00,0
MAC000069,18/05/13 16:30,-0.163
MAC000069,18/05/13 17:00,0.122
MAC000069,18/05/13 17:30,0.19
MAC000069,18/05/13 18:00,0.148
MAC000069,18/05/13 18:30,0.131
MAC000069,18/05/13 19:00,0.076
MAC000069,18/05/13 19:30,0.109
MAC000069,18/05/13 20:00,0.089
MAC000069,18/05/13 20:30,0.096
MAC000069,18/05/13 21:00,0.111
MAC000069,18/05/13 21:30,0.085
MAC000069,18/05/13 22:00,0.275
MAC000069,18/05/13 22:30,0.062
MAC000069,18/05/13 23:00,0.111
MAC000069,18/05/13 23:30,0.044
MAC000069,19/05/13 00:00,0.12
MAC000069,19/05/13 00:30,0.023
MAC000069,19/05/13 01:00,0.104
MAC000069,19/05/13 01:30,0.024
MAC000069,19/05/13 02:00,0.095
MAC000069,19/05/13 02:30,0.042
MAC000069,19/05/13 03:00,0.083
MAC000069,19/05/13 03:30,0.051
MAC000069,19/05/13 04:00,0.074
MAC000069,19/05/13 04:30,0.048
MAC000069,19/05/13 05:00,0.082
MAC000069,19/05/13 05:30,0.089
MAC000069,19/05/13 06:00,0.095
MAC000069,19/05/13 06:30,-0.092
MAC000069,19/05/13 07:00,0.078
MAC000069,19/05/13 07:30,0.109
MAC000069,19/05/13 08:00,0.067
MAC000069,19/05/13 08:30,0.121
MAC000069,19/05/13 09:00,0.057
MAC000069,19/05/13 09:30,0.117
MAC000069,19/05/13 10:00,0.186
MAC000069,19/05/13 10:30,0.138
MAC000069,19/05/13 11:00,0.049
MAC000069,19/05/13 11:30,0.144
MAC000069,19/05/13 12:00,0.048
MAC000069,19/05/13 12:30,0.142
MAC000069,19/05/13 13:00,0.054
MAC000069,19/05/13 13:30,0.141
MAC000069,19/05/13 14:00,0.062
MAC000069,19/05/13 14:30,0.503
MAC000069,19/05/13 15:00,0.516
MAC000069,19/05/13 15:30,0.409
MAC000069,19/05/13 16:00,0.132
MAC000069,19/05/13 16:30,0.075
MAC000069,19/05/13 17:00,0.139
MAC000069,19/05/13 17:30,0.088
MAC000069,19/05/13 18:00,0.158
MAC000069,19/05/13 18:30,0.057
MAC000069,19/05/13 19:00,0.387
MAC000069,19/05/13 19:30,0.653
MAC000069,19/05/13 20:00,0.684
MAC000069,19/05/13 20:30,0.055
MAC000069,19/05/13 21:00,0.124
MAC000069,19/05/13 21:30,0.047
MAC000069,19/05/13 22:00,0.119
MAC000069,19/05/13 22:30,0.044
MAC000069,19/05/13 23:00,0.101
MAC000069,19/05/13 23:30,0.038
MAC000069,20/05/13 00:00,0.097
MAC000069,20/05/13 00:30,0.039
MAC000069,20/05/13 01:00,0.096
MAC000069,20/05/13 01:30,0.044
MAC000069,20/05/13 02:00,0.088
MAC000069,20/05/13 02:30,0.053
MAC000069,20/05/13 03:00,0.077
MAC000069,20/05/13 03:30,0.064
MAC000069,20/05/13 04:00,0.059
MAC000069,20/05/13 04:30,-0.082
MAC000069,20/05/13 05:00,0.058
MAC000069,20/05/13 05:30,0.123
MAC000069,20/05/13 06:00,0.073
MAC000069,20/05/13 06:30,0.126
MAC000069,20/05/13 07:00,0.072
MAC000069,20/05/13 07:30,0
MAC000069,20/05/13 08:00,0.04
MAC000069,20/05/13 08:30,0.158
MAC000069,20/05/13 09:00,0.026
MAC000069,20/05/13 09:30,0.106
MAC000069,20/05/13 10:00,0.023
MAC000069,20/05/13 10:30,0.105
MAC000069,20/05/13 11:00,0.033
MAC000069,20/05/13 11:30,0.094
MAC000069,20/05/13 12:00,0.045
MAC000069,20/05/13 12:30,0.087
MAC000069,20/05/13 13:00,0.051
MAC000069,20/05/13 13:30,0.084
MAC000069,20/05/13 14:00,0.056
MAC000069,20/05/13 14:30,0.078
MAC000069,20/05/13 15:00,0.067
MAC000069,20/05/13 15:30,0.114
MAC000069,20/05/13 16:00,0.109
MAC000069,20/05/13 16:30,0.102
MAC000069,20/05/13 17:00,0.091
MAC000069,20/05/13 17:30,0.125
MAC000069,20/05/13 18:00,0.11
MAC000069,20/05/13 18:30,0.105
MAC000069,20/05/13 19:00,0.091
MAC000069,20/05/13 19:30,0.11
MAC000069,20/05/13 20:00,0.109
MAC000069,20/05/13 20:30,0.093
MAC000069,20/05/13 21:00,0.078
MAC000069,20/05/13 21:30,0.088
MAC000069,20/05/13 22:00,0.08
MAC000069,20/05/13 22:30,0.084
MAC000069,20/05/13 23:00,0.074
MAC000069,20/05/13 23:30,0.07
MAC000069,21/05/13 00:00,0.073
MAC000069,21/05/13 00:30,0.066
MAC000069,21/05/13 01:00,0.078
MAC000069,21/05/13 01:30,0.061
MAC000069,21/05/13 02:00,0.082
MAC000069,21/05/13 02:30,0.054
MAC000069,21/05/13 03:00,0.087
MAC000069,21/05/13 03:30,0.046
MAC000069,21/05/13 04:00,0.096
MAC000069,21/05/13 04:30,0.035
MAC000069,21/05/13 05:00,0.113
MAC000069,21/05/13 05:30,0.061
MAC000069,21/05/13 06:00,0.142
MAC000069,21/05/13 06:30,0.053
MAC000069,21/05/13 07:00,0.144
MAC000069,21/05/13 07:30,0.046
MAC000069,21/05/13 08:00,0.139
MAC000069,21/05/13 08:30,0.061
MAC000069,21/05/13 09:00,0.112
MAC000069,21/05/13 09:30,0.033
MAC000069,21/05/13 10:00,0.105
MAC000069,21/05/13 10:30,-0.035
MAC000069,21/05/13 11:00,0.123
MAC000069,21/05/13 11:30,0.069
MAC000069,21/05/13 12:00,0.118
MAC000069,21/05/13 12:30,0.076
MAC000069,21/05/13 13:00,0.126
MAC000069,21/05/13 13:30,0.129
MAC000069,21/05/13 14:00,0.151
MAC000069,21/05/13 14:30,0.134
MAC000069,21/05/13 15:00,0.144
MAC000069,21/05/13 15:30,0.139
MAC000069,21/05/13 16:00,0.139
MAC000069,21/05/13 16:30,0.145
MAC000069,21/05/13 17:00,0.136
MAC000069,21/05/13 17:30,0.172
MAC000069,21/05/13 18:00,0.127
MAC000069,21/05/13 18:30,0.106
MAC000069,21/05/13 19:00,0.081
MAC000069,21/05/13 19:30,0.11
MAC000069,21/05/13 20:00,0.073
MAC000069,21/05/13 20:30,0.124
MAC000069,21/05/13 21:00,0.082
MAC000069,21/05/13 21:30,0.119
MAC000069,21/05/13 22:00,0.042
MAC000069,21/05/13 22:30,0.114
MAC000069,21/05/13 23:00,0.036
MAC000069,21/05/13 23:30,0.116
MAC000069,22/05/13 00:00,0.046
MAC000069,22/05/13 00:30,0.108
MAC000069,22/05/13 01:00,0.056
MAC000069,22/05/13 01:30,0.098
MAC000069,22/05/13 02:00,0.051
MAC000069,22/05/13 02:30,0.074
MAC000069,22/05/13 03:00,0.064
MAC000069,22/05/13 03:30,0.056
MAC000069,22/05/13 04:00,0.082
MAC000069,22/05/13 04:30,0.044
MAC000069,22/05/13 05:00,
MAC000069,22/05/13 05:30,0.066
MAC000069,22/05/13 06:00,0.125
MAC000069,22/05/13 06:30,0.062
MAC000069,22/05/13 07:00,0.126
MAC000069,22/05/13 07:30,0.079
MAC000069,22/05/13 08:00,0.105
MAC000069,22/05/13 08:30,0.034
MAC000069,22/05/13 09:00,0.088
MAC000069,22/05/13 09:30,0.073
MAC000069,22/05/13 10:00,0.162
MAC000069,22/05/13 10:30,0.085
MAC000069,22/05/13 11:00,0.171
MAC000069,22/05/13 11:30,0.131
MAC000069,22/05/13 12:00,0.083
MAC000069,22/05/13 12:30,0.11
MAC000069,22/05/13 13:00,0.075
MAC000069,22/05/13 13:30,0.116
MAC000069,22/05/13 14:00,0.069
MAC000069,22/05/13 14:30,0.124
MAC000069,22/05/13 15:00,0.062
MAC000069,22/05/13 15:30,0.131
MAC000069,22/05/13 16:00,0.056
MAC000069,22/05/13 16:30,0.137
MAC000069,22/05/13 17:00,0.051
MAC000069,22/05/13 17:30,0.166
MAC000069,22/05/13 18:00,0.07
MAC000069,22/05/13 18:30,0.142
MAC000069,22/05/13 19:00,0.047
MAC000069,22/05/13 19:30,0.133
MAC000069,22/05/13 20:00,0.122
MAC000069,22/05/13 20:30,0.114
MAC000069,22/05/13 21:00,0.054
MAC000069,22/05/13 21:30,0.097
MAC000069,22/05/13 22:00,0.065
MAC000069,22/05/13 22:30,0.081
MAC000069,22/05/13 23:00,0.078
MAC000069,22/05/13 23:30,0.065
MAC000069,23/05/13 00:00,0.093
MAC000069,23/05/13 00:30,0.053
MAC000069,23/05/13 01:00,0.103
MAC000069,23/05/13 01:30,0.044
MAC000069,23/05/13 02:00,0.108
MAC000069,23/05/13 02:30,0.034
MAC000069,23/05/13 03:00,0.092
MAC000069,23/05/13 03:30,0.031
MAC000069,23/05/13 04:00,0.092
MAC000069,23/05/13 04:30,0.03
MAC000069,23/05/13 05:00,0.098
MAC000069,23/05/13 05:30,0.052
MAC000069,23/05/13 06:00,0.135
MAC000069,23/05/13 06:30,0.047
MAC000069,23/05/13 07:00,0.13
MAC000069,23/05/13 07:30,0.069
MAC000069,23/05/13 08:00,0.121
MAC000069,23/05/13 08:30,0.035
MAC000069,23/05/13 09:00,0.086
MAC000069,23/05/13 09:30,0.131
MAC000069,23/05/13 10:00,0.103
MAC000069,23/05/13 10:30,0.784
MAC000069,23/05/13 11:00,0.493
MAC000069,23/05/13 11:30,0.294
MAC000069,23/05/13 12:00,0.105
MAC000069,23/05/13 12:30,0.113
MAC000069,23/05/13 13:00,0.113
MAC000069,23/05/13 13:30,0.141
MAC000069,23/05/13 14:00,0.136
MAC000069,23/05/13 14:30,0.155
MAC000069,23/05/13 15:00,0.184
MAC000069,23/05/13 15:30,0.189
MAC000069,23/05/13 16:00,0.117
MAC000069,23/05/13 16:30,0.141
MAC000069,23/05/13 17:00,0.13
MAC000069,23/05/13 17:30,0.14
MAC000069,23/05/13 18:00,0.11
MAC000069,23/05/13 18:30,0.132
MAC000069,23/05/13 19:00,0.096
MAC000069,23/05/13 19:30,0.139
MAC000069,23/05/13 20:00,0.085
MAC000069,23/05/13 20:30,0.156
MAC000069,23/05/13 21:00,0.092
MAC000069,23/05/13 21:30,0.136
MAC000069,23/05/13 22:00,0.054
MAC000069,23/05/13 22:30,0.11
MAC000069,23/05/13 23:00,-0.048
MAC000069,23/05/13 23:30,0.108
MAC000069,24/05/13 00:00,0.042
MAC000069,24/05/13 00:30,0.088
MAC000069,24/05/13 01:00,0.044
MAC000069,24/05/13 01:30,0.086
MAC000069,24/05/13 02:00,0.047
MAC000069,24/05/13 02:30,0.094
MAC000069,24/05/13 03:00,0.063
MAC000069,24/05/13 03:30,0.088
MAC000069,24/05/13 04:00,0.067
MAC000069,24/05/13 04:30,0.083
MAC000069,24/05/13 05:00,0.077
MAC000069,24/05/13 05:30,0.103
MAC000069,24/05/13 06:00,0.098
MAC000069,24/05/13 06:30,0.08
MAC000069,24/05/13 07:00,0.106
MAC000069,24/05/13 07:30,0.096
MAC000069,24/05/13 08:00,0.107
MAC000069,24/05/13 08:30,0.062
MAC000069,24/05/13 09:00,0.083
MAC000069,24/05/13 09:30,0.056
MAC000069,24/05/13 10:00,0.113
MAC000069,24/05/13 10:30,0.061
MAC000069,24/05/13 11:00,0.117
MAC000069,24/05/13 11:30,0.057
MAC000069,24/05/13 12:00,0.262
MAC000069,24/05/13 12:30,0.055
MAC000069,24/05/13 13:00,0.121
MAC000069,24/05/13 13:30,0.054
MAC000069,24/05/13 14:00,0.119
MAC000069,24/05/13 14:30,0.058
MAC000069,24/05/13 15:00,0.121
MAC000069,24/05/13 15:30,0.057
MAC000069,24/05/13 16:00,0.121
MAC000069,24/05/13 16:30,0.056
MAC000069,24/05/13 17:00,0.157
MAC000069,24/05/13 17:30,0.086
MAC000069,24/05/13 18:00,0.179
MAC000069,24/05/13 18:30,0.133
MAC000069,24/05/13 19:00,0.186
MAC000069,24/05/13 19:30,0.141
MAC000069,24/05/13 20:00,0.176
MAC000069,24/05/13 20:30,0.119
MAC000069,24/05/13 21:00,0.115
MAC000069,24/05/13 21:30,0.079
MAC000069,24/05/13 22:00,0.092
MAC000069,24/05/13 22:30,0.066
MAC000069,24/05/13 23:00,0.083
MAC000069,24/05/13 23:30,0.072
MAC000069,25/05/13 00:00,0.077
MAC000069,25/05/13 00:30,0.077
MAC000069,25/05/13 01:00,0.067
MAC000069,25/05/13 01:30,0.084
MAC000069,25/05/13 02:00,0.061
MAC000069,25/05/13 02:30,0.087
MAC000069,25/05/13 03:00,0.049
MAC000069,25/05/13 03:30,0.078
MAC000069,25/05/13 04:00,0.047
MAC000069,25/05/13 04:30,0.078
MAC000069,25/05/13 05:00,0
MAC000069,25/05/13 05:30,0.098
MAC000069,25/05/13 06:00,0.085
MAC000069,25/05/13 06:30,0.094
MAC000069,25/05/13 07:00,0.088
MAC000069,25/05/13 07:30,0
MAC000069,25/05/13 08:00,0.118
MAC000069,25/05/13 08:30,0.08
MAC000069,25/05/13 09:00,0.046
MAC000069,25/05/13 09:30,0.077
MAC000069,25/05/13 10:00,0.042
MAC000069,25/05/13 10:30,0.588
MAC000069,25/05/13 11:00,0.605
MAC000069,25/05/13 11:30,0.757
MAC000069,25/05/13 12:00,0.096
MAC000069,25/05/13 12:30,0.147
MAC000069,25/05/13 13:00,0.516
MAC000069,25/05/13 13:30,0.144
MAC000069,25/05/13 14:00,0.045
MAC000069,25/05/13 14:30,0.093
MAC000069,25/05/13 15:00,0.829
MAC000069,25/05/13 15:30,0.528
MAC000069,25/05/13 16:00,0.428
MAC000069,25/05/13 16:30,0.115
MAC000069,25/05/13 17:00,0.116
MAC000069,25/05/13 17:30,0.332
MAC000069,25/05/13 18:00,0.265
MAC000069,25/05/13 18:30,0.248
MAC000069,25/05/13 19:00,0.132
MAC000069,25/05/13 19:30,0.13
MAC000069,25/05/13 20:00,0.077
MAC000069,25/05/13 20:30,0.142
MAC000069,25/05/13 21:00,0.125
MAC000069,25/05/13 21:30,0.109
MAC000069,25/05/13 22:00,0.05
MAC000069,25/05/13 22:30,0.115
MAC000069,25/05/13 23:00,0.037
MAC000069,25/05/13 23:30,0.109
MAC000069,26/05/13 00:00,0.019
MAC000069,26/05/13 00:30,0.102
MAC000069,26/05/13 01:00,0.027
MAC000069,26/05/13 01:30,0.093
MAC000069,26/05/13 02:00,0.04
MAC000069,26/05/13 02:30,0.084
MAC000069,26/05/13 03:00,0.046
MAC000069,26/05/13 03:30,0.078
MAC000069,26/05/13 04:00,0.041
MAC000069,26/05/13 04:30,0.082
MAC000069,26/05/13 05:00,0.053
MAC000069,26/05/13 05:30,0.107
MAC000069,26/05/13 06:00,0.081
MAC000069,26/05/13 06:30,0.094
MAC000069,26/05/13 07:00,0.095
MAC000069,26/05/13 07:30,0.088
MAC000069,26/05/13 08:00,0.098
MAC000069,26/05/13 08:30,0.081
MAC000069,26/05/13 09:00,0.099
MAC000069,26/05/13 09:30,0.065
MAC000069,26/05/13 10:00,0.142
MAC000069,26/05/13 10:30,0.074
MAC000069,26/05/13 11:00,0.114
MAC000069,26/05/13 11:30,0.075
MAC000069,26/05/13 12:00,0.171
MAC000069,26/05/13 12:30,0.079
MAC000069,26/05/13 13:00,0.127
MAC000069,26/05/13 13:30,0.09
MAC000069,26/05/13 14:00,0.115
MAC000069,26/05/13 14:30,0.111
MAC000069,26/05/13 15:00,0.096
MAC000069,26/05/13 15:30,0.137
MAC000069,26/05/13 16:00,0.07
MAC000069,26/05/13 16:30,0.146
MAC000069,26/05/13 17:00,0.068
MAC000069,26/05/13 17:30,0.161
MAC000069,26/05/13 18:00,0.119
MAC000069,26/05/13 18:30,0.11
MAC000069,26/05/13 19:00,0.106
MAC000069,26/05/13 19:30,0.089
MAC000069,26/05/13 20:00,0.118
MAC000069,26/05/13 20:30,0.6
MAC000069,26/05/13 21:00,0.503
MAC000069,26/05/13 21:30,0.511
MAC000069,26/05/13 22:00,0.104
MAC000069,26/05/13 22:30,0.06
MAC000069,26/05/13 23:00,0.091
MAC000069,26/05/13 23:30,0.053
MAC000069,27/05/13 00:00,-0.087
MAC000069,27/05/13 00:30,0.054
MAC000069,27/05/13 01:00,0.084
MAC000069,27/05/13 01:30,0.057
MAC000069,27/05/13 02:00,0.077
MAC000069,27/05/13 02:30,0.064
MAC000069,27/05/13 03:00,0.067
MAC000069,27/05/13 03:30,0
MAC000069,27/05/13 04:00,0.057
MAC000069,27/05/13 04:30,0.079
MAC000069,27/05/13 05:00,0.048
MAC000069,27/05/13 05:30,0.126
MAC000069,27/05/13 06:00,0.058
MAC000069,27/05/13 06:30,0.134
MAC000069,27/05/13 07:00,0.049
MAC000069,27/05/13 07:30,0.134
MAC000069,27/05/13 08:00,0.047
MAC000069,27/05/13 08:30,0.129
MAC000069,27/05/13 09:00,0.072
MAC000069,27/05/13 09:30,0.111
MAC000069,27/05/13 10:00,-0.04
MAC000069,27/05/13 10:30,0.095
MAC000069,27/05/13 11:00,0.048
MAC000069,27/05/13 11:30,0.158
MAC000069,27/05/13 12:00,0.041
MAC000069,27/05/13 12:30,0.96
MAC000069,27/05/13 13:00,0.116
MAC000069,27/05/13 13:30,0.154
MAC000069,27/05/13 14:00,0.129
MAC000069,27/05/13 14:30,0.147
